location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,verified,application_date,works_outside_US
"St. Clair, IL",Illinois,0,24,'existing paid','used car',9277,0,1<=X<4,2,'male div/sep',none,4,'no known property',48,none,'for free',1,skilled,1,yes,y,Good,?,10/7/1996,y
"St. Clair, IL",Illinois,0,30,'critical/other existing credit','new car',2181,0,>=7,4,'male single',none,4,'real estate',36,none,own,2,skilled,1,?,N,Bad,?,10/8/1996,n
"Sangamon, IL",Illinois,0,18,'critical/other existing credit',radio/tv,1098,0,unemployed,4,'female div/dep/mar',none,4,car,65,none,own,?,'unemp/unskilled non res',1,?,yes,Good,?,10/9/1996,yes
"Vermilion, IL",Illinois,39.31,24,'existing paid',?,4057,16.75,4<=X<7,3,'male div/sep',none,3,car,?,none,own,?,skilled,?,yes,NO,B,?,10/10/1996,NO
"Winnebago, IL",Illinois,-5589.96,12,'existing paid',?,795,12.55,<1,4,'female div/dep/mar',none,4,'life insurance',53,none,own,1,skilled,1,none,YES,Bad,?,10/11/1996,YES
"Cook, IL",Illinois,140.73,24,'critical/other existing credit',?,2825,0,?,4,'male single',none,3,?,34,none,own,2,skilled,2,yes,yes,B,?,10/12/1996,yes
"Daviess, IN",Indiana,0,?,'existing paid',?,15672,0,1<=X<4,2,'male single',?,2,car,23,none,own,1,skilled,1,yes,y,bad,?,10/13/1996,y
"Daviess, IN",Indiana,0,36,'critical/other existing credit','new car',6614,0,>=7,4,'male single',none,4,car,34,none,own,2,'high qualif/self emp/mgmt',1,yes,1,Good,?,10/14/1996,1
"Elkhart, IN",Indiana,0,28,'all paid',?,7824,0,<1,3,'male single',guarantor,4,'real estate',40,bank,rent,2,skilled,2,yes,YES,GOOD,?,10/15/1996,YES
"Floyd, IN",Indiana,-7869.21,27,'critical/other existing credit',business,2442,78.37,>=7,4,'male single',none,4,car,43,stores,own,?,'high qualif/self emp/mgmt',2,yes,yes,Good,?,10/16/1996,yes
"Lake, IN",Indiana,0,15,'critical/other existing credit',radio/tv,1829,0,>=7,4,'male single',none,?,car,?,none,?,2,skilled,1,yes,NO,bad,?,10/17/1996,NO
"Monroe, IN",Indiana,-9686.49,12,'critical/other existing credit','new car',2171,80.14,1<=X<4,4,'male single',none,4,'life insurance',38,bank,own,2,'unskilled resident',1,none,YES,bad,?,10/18/1996,YES
"Noble, IN",Indiana,71.39,36,'critical/other existing credit','used car',5800,44.36,1<=X<4,3,'male single',none,4,car,34,none,own,2,skilled,1,yes,YES,B,?,10/19/1996,YES
"Parke, IN",Indiana,0,18,'critical/other existing credit',radio/tv,1169,0,1<=X<4,4,?,none,3,'life insurance',29,none,own,2,skilled,1,yes,Yes,Bad,?,10/20/1996,YES
"Parke, IN",Indiana,0,36,?,'used car',8947,0,?,3,'male single',none,?,car,31,stores,own,?,'high qualif/self emp/mgmt',2,yes,no,GOOD,?,10/21/1996,no
"Parke, IN",Indiana,-3213.79,21,?,radio/tv,2606,25.37,<1,4,'female div/dep/mar',?,4,?,28,none,rent,1,'high qualif/self emp/mgmt',1,yes,NO,bad,?,10/22/1996,NO
"Parke, IN",Indiana,0,12,'critical/other existing credit',?,?,0,?,3,'female div/dep/mar',none,2,'life insurance',35,none,?,1,skilled,1,none,YES,Good,?,10/23/1996,YES
"St. Joseph, IN",Indiana,0,15,'existing paid',?,2186,0,4<=X<7,1,?,none,4,'real estate',?,bank,rent,1,'unskilled resident',1,none,yes,Bad,?,10/24/1996,yes
"St. Joseph, IN",Indiana,-5178.11,18,'existing paid',furniture/equipment,4153,65.95,1<=X<4,2,?,'co applicant',3,car,42,none,?,1,skilled,1,none,NO,Good,?,10/25/1996,NO
"Tipton, IN",Indiana,-9384.89,?,'critical/other existing credit','new car',2625,25,>=7,2,'male single',guarantor,4,'life insurance',43,bank,rent,1,?,1,yes,No,G,?,10/26/1996,NO
"Marion, IN",Indiana,0,20,'critical/other existing credit','new car',3485,0,<1,2,'male div/sep',none,4,'real estate',44,none,own,2,skilled,1,yes,NO,Bad,?,10/27/1996,NO
"Seward, KS",Kansas,0,?,'critical/other existing credit','used car',?,0,>=7,2,'male single',none,4,?,42,?,?,2,skilled,1,none,yes,G,?,10/28/1996,yes
"Stanton, KS",Kansas,0,15,'existing paid',radio/tv,1386,0,1<=X<4,4,'male mar/wid',?,2,'real estate',40,none,rent,?,skilled,1,yes,No,Good,?,10/29/1996,NO
"Stanton, KS",Kansas,0,24,'existing paid',radio/tv,?,0,>=7,4,'male single',none,1,'real estate',36,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,B,?,10/30/1996,yes
"Wyandotte, KS",Kansas,-4424.42,?,?,radio/tv,1107,65.46,1<=X<4,2,'male single',none,2,'real estate',20,none,rent,1,'high qualif/self emp/mgmt',2,?,NO,GOOD,?,10/31/1996,NO
"Anderson, KY",Kentucky,-8003.56,21,'existing paid','new car',3763,0,4<=X<7,2,'male single','co applicant',2,'real estate',24,none,own,1,'unskilled resident',1,none,no,G,?,11/1/1996,no
"Barren, KY",Kentucky,124.56,36,'existing paid',education,3711,0,1<=X<4,2,'male mar/wid',none,2,car,27,none,own,1,skilled,1,none,yes,good,?,11/2/1996,yes
"Bell, KY",Kentucky,0,15,'delayed previously','used car',3594,0,<1,1,'female div/dep/mar',none,2,'life insurance',?,none,own,2,'unskilled resident',1,none,N,good,?,11/3/1996,n
"Boone, KY",Kentucky,152.88,9,'existing paid','new car',3195,0,1<=X<4,1,'female div/dep/mar',none,2,'real estate',33,none,own,1,'unskilled resident',1,none,NO,Bad,?,11/4/1996,NO
"Boone, KY",Kentucky,0,36,'delayed previously',radio/tv,4454,0,1<=X<4,4,'female div/dep/mar',none,4,'real estate',34,none,own,2,skilled,1,none,No,Bad,?,11/5/1996,NO
"Bourbon, KY",Kentucky,53.13,?,'critical/other existing credit',furniture/equipment,4736,73.55,<1,2,?,none,4,car,25,bank,?,1,'unskilled resident',1,none,YES,good,?,11/6/1996,YES
"Breathitt, KY",Kentucky,136.67,30,?,radio/tv,2991,0,>=7,?,'female div/dep/mar',none,4,car,25,none,own,1,skilled,1,none,yes,B,?,11/7/1996,yes
"Bullitt, KY",Kentucky,0,11,'existing paid',business,2142,0,>=7,1,'male div/sep',none,2,'real estate',28,none,?,1,?,1,yes,Yes,G,?,11/8/1996,YES
"Christian, KY",Kentucky,0,24,'all paid',business,3161,0,1<=X<4,4,'male single',none,2,?,31,none,rent,1,skilled,1,yes,Yes,Bad,?,11/9/1996,YES
"Clark, KY",Kentucky,0,48,'no credits/all paid',other,18424,0,1<=X<4,1,'female div/dep/mar',none,2,'life insurance',32,bank,own,1,'high qualif/self emp/mgmt',?,yes,yes,G,?,11/10/1996,yes
"Daviess, KY",Kentucky,0,?,'existing paid','used car',2848,0,1<=X<4,1,'male single','co applicant',2,'real estate',32,none,own,1,skilled,2,none,n,bad,?,11/11/1996,N
"Fayette, KY",Kentucky,-2248.12,6,'existing paid','new car',14896,47.22,>=7,1,'male single',none,4,'no known property',68,bank,own,1,'high qualif/self emp/mgmt',1,?,No,GOOD,?,11/12/1996,NO
"Harlan, KY",Kentucky,-9881.63,24,'existing paid',furniture/equipment,2359,465.33,unemployed,?,'male div/sep',none,1,'life insurance',33,none,own,1,skilled,?,none,1,G,?,11/13/1996,1
"Jefferson, KY",Kentucky,-5723.26,24,'existing paid',furniture/equipment,3345,58.66,>=7,4,?,none,2,'life insurance',39,none,rent,1,'high qualif/self emp/mgmt',1,yes,y,G,?,11/14/1996,y
"Jefferson, KY",Kentucky,0,?,'critical/other existing credit',furniture/equipment,1817,0,1<=X<4,4,'female div/dep/mar',none,2,'no known property',28,none,own,2,?,1,none,n,bad,?,11/15/1996,N
"Knott, KY",Kentucky,0,?,'delayed previously',radio/tv,12749,0,4<=X<7,4,'male single',none,1,car,37,none,own,1,?,1,yes,no,bad,?,11/16/1996,no
"Knox, KY",Kentucky,-5558.63,9,'existing paid',radio/tv,1366,8.58,<1,3,'female div/dep/mar',none,4,'life insurance',22,none,rent,1,skilled,1,none,y,good,?,11/17/1996,y
"Larue, KY",Kentucky,50.65,12,'existing paid','new car',2002,78.56,4<=X<7,3,?,none,4,'life insurance',30,none,rent,1,skilled,2,yes,NO,B,?,11/18/1996,NO
"Logan, KY",Kentucky,-860.04,24,'all paid',furniture/equipment,6872,0,<1,2,'male div/sep',none,1,'life insurance',?,bank,own,1,skilled,1,yes,N,bad,?,11/19/1996,n
"Madison, KY",Kentucky,-493.93,12,'all paid',?,697,41.84,<1,4,'male single',?,2,car,46,bank,own,2,skilled,1,yes,yes,Bad,?,11/20/1996,yes
"Marion, KY",Kentucky,-139.76,18,'critical/other existing credit',furniture/equipment,1049,44.33,<1,4,?,none,4,'life insurance',21,none,rent,1,skilled,1,none,1,good,?,11/21/1996,1
"Owen, KY",Kentucky,-6957.68,?,'existing paid','used car',10297,96.63,4<=X<7,4,'male single',none,4,'no known property',39,stores,'for free',?,skilled,2,yes,Yes,Bad,?,11/22/1996,YES
"Perry, KY",Kentucky,0,?,'existing paid',radio/tv,1867,0,>=7,?,'male single',none,4,car,58,none,own,?,skilled,1,yes,yes,good,?,11/23/1996,yes
"Rockcastle, KY",Kentucky,-6014.9,12,'delayed previously','new car',?,77.78,1<=X<4,4,'male single',none,2,'real estate',43,none,own,2,?,2,none,N,good,?,11/24/1996,n
"Taylor, KY",Kentucky,-6433.26,24,'existing paid',furniture/equipment,?,49.11,<1,4,'male single','co applicant',1,'life insurance',24,?,?,1,'unskilled resident',1,none,n,bad,?,11/25/1996,N
"Trigg, KY",Kentucky,76.55,9,'existing paid',radio/tv,1670,11.79,<1,4,'female div/dep/mar',none,2,car,22,none,own,1,skilled,1,?,1,Bad,?,11/26/1996,1
"Whitley, KY",Kentucky,0,9,'critical/other existing credit','new car',1224,0,1<=X<4,3,'male single',none,1,'real estate',30,none,own,2,skilled,1,none,1,GOOD,?,11/27/1996,1
"Bossier, LA",Louisiana,0,12,'critical/other existing credit',?,?,0,>=7,4,'male single',none,4,'life insurance',42,none,own,?,skilled,2,yes,N,G,?,11/28/1996,n
"Caddo, LA",Louisiana,-7689.68,?,'existing paid',?,1498,54.57,1<=X<4,4,'female div/dep/mar',?,1,car,23,bank,own,1,skilled,1,none,Y,G,?,11/29/1996,Y
"Claiborne, LA",Louisiana,152.56,30,'delayed previously',radio/tv,1919,239.05,<1,?,'male single',none,3,'no known property',30,?,?,2,'high qualif/self emp/mgmt',1,none,1,B,?,11/30/1996,1
"Concordia, LA",Louisiana,6883.16,9,'existing paid',radio/tv,745,54.04,1<=X<4,3,'female div/dep/mar',none,2,?,28,none,?,1,'unskilled resident',1,none,YES,good,?,12/1/1996,YES
"East Carroll, LA",Louisiana,63.46,6,'existing paid',radio/tv,2063,82.56,<1,4,?,none,3,car,30,none,rent,1,'high qualif/self emp/mgmt',1,yes,YES,GOOD,?,12/2/1996,YES
"Jefferson, LA",Louisiana,150.94,60,'existing paid',?,6288,77.15,1<=X<4,4,'male single',none,4,?,42,none,'for free',1,skilled,1,none,y,bad,?,12/3/1996,y
"Lafourche, LA",Louisiana,0,24,'critical/other existing credit','used car',6842,0,1<=X<4,?,'male single',none,4,'life insurance',?,none,?,2,?,2,yes,Y,Bad,?,12/4/1996,Y
"Rapides, LA",Louisiana,0,12,'existing paid','new car',3527,0,<1,2,'male single',none,3,'life insurance',?,none,own,1,'high qualif/self emp/mgmt',2,yes,y,B,?,12/5/1996,y
"Red River, LA",Louisiana,0,10,'existing paid','new car',1546,0,1<=X<4,?,?,none,2,'real estate',31,none,own,1,'unskilled resident',2,none,yes,Good,?,12/6/1996,yes
"Richland, LA",Louisiana,0,24,?,furniture/equipment,929,0,4<=X<7,4,'male single',none,2,car,31,stores,own,1,skilled,1,?,no,Good,?,12/7/1996,no
"St. Charles, LA",Louisiana,0,4,'critical/other existing credit','new car',1455,0,4<=X<7,2,'male single',none,?,'real estate',42,none,own,3,'unskilled resident',2,?,NO,good,?,12/8/1996,NO
"St. John the Baptist, LA",Louisiana,-6930.31,15,'existing paid',furniture/equipment,?,22.67,<1,4,'female div/dep/mar',?,1,'life insurance',46,none,rent,?,skilled,1,none,y,G,?,12/9/1996,y
"St. Martin, LA",Louisiana,68.8,48,'no credits/all paid','new car',8358,586.68,<1,1,'female div/dep/mar',none,1,?,30,none,own,2,skilled,?,none,yes,G,?,12/10/1996,yes
"St. Martin, LA",Louisiana,-1377.54,24,'all paid',furniture/equipment,3349,672.43,<1,4,'male single',?,4,'no known property',30,none,'for free',1,skilled,2,yes,NO,good,?,12/11/1996,NO
"St. Tammany, LA",Louisiana,0,12,'existing paid',?,2859,0,unemployed,4,'male single',none,4,'no known property',?,none,own,1,'high qualif/self emp/mgmt',1,yes,1,Good,?,12/12/1996,1
"Tangipahoa, LA",Louisiana,0,18,'existing paid',furniture/equipment,1533,0,<1,4,'male mar/wid','co applicant',1,'life insurance',?,none,own,1,'unskilled resident',2,none,No,good,?,12/13/1996,NO
"Terrebonne, LA",Louisiana,0,24,'existing paid',radio/tv,3621,0,?,2,'male single',?,4,car,31,none,own,2,skilled,1,none,1,Good,?,12/14/1996,1
"Union, LA",Louisiana,111.5,18,'critical/other existing credit',business,3590,14.04,unemployed,3,'male mar/wid',none,3,car,40,none,own,3,'unemp/unskilled non res',2,yes,Yes,B,?,12/15/1996,YES
"Vernon, LA",Louisiana,-4965.47,36,'delayed previously',business,2145,47.97,4<=X<7,2,'male single',none,1,car,24,none,own,2,?,1,yes,NO,Good,?,12/16/1996,NO
"Washington, LA",Louisiana,0,24,?,?,4113,0,?,?,'female div/dep/mar',none,4,?,28,none,rent,1,skilled,1,none,Y,Bad,?,12/17/1996,Y
"Orleans, LA",Louisiana,0,36,'existing paid',furniture/equipment,10974,0,unemployed,?,'female div/dep/mar',none,2,car,26,none,own,2,'high qualif/self emp/mgmt',?,yes,no,Good,?,12/18/1996,no
"Barnstable, MA",Massachusetts,-8272.23,12,'existing paid','new car',1893,95.08,1<=X<4,4,'female div/dep/mar',guarantor,4,'life insurance',29,none,own,?,skilled,1,yes,Y,G,?,12/19/1996,Y
"Berkshire, MA",Massachusetts,-6700.86,24,'critical/other existing credit',radio/tv,1231,2176.54,>=7,4,'female div/dep/mar',none,4,'life insurance',57,none,rent,2,'high qualif/self emp/mgmt',1,yes,1,GOOD,?,12/20/1996,1
"Bristol, MA",Massachusetts,3586.3,30,'critical/other existing credit',radio/tv,3656,0,>=7,4,?,none,4,'life insurance',49,stores,?,2,'unskilled resident',1,none,Y,bad,?,12/21/1996,Y
"Essex, MA",Massachusetts,193.78,9,'critical/other existing credit',radio/tv,1154,1.28,>=7,2,'male single',none,4,'real estate',?,none,own,3,'unskilled resident',1,none,N,Good,?,12/22/1996,n
"Hampden, MA",Massachusetts,-6792.8,28,'existing paid','new car',4006,29.47,?,3,'male single',none,2,car,45,none,own,1,'unskilled resident',1,?,No,Bad,?,12/23/1996,NO
"Hampden, MA",Massachusetts,169.67,24,'existing paid',?,3069,286.74,>=7,4,'male single',none,4,'no known property',30,?,'for free',1,skilled,1,none,yes,Bad,?,12/24/1996,yes
"Middlesex, MA",Massachusetts,0,6,?,radio/tv,1740,0,>=7,2,'male mar/wid',none,2,'real estate',30,none,rent,2,skilled,1,none,Yes,G,?,12/25/1996,YES
"Middlesex, MA",Massachusetts,192.9,21,'delayed previously','new car',2353,73.52,1<=X<4,1,'male div/sep',none,4,'life insurance',47,none,own,2,skilled,1,none,NO,G,?,12/26/1996,NO
"Norfolk, MA",Massachusetts,0,15,'existing paid','new car',3556,0,1<=X<4,3,'male single',none,2,'no known property',29,none,own,1,skilled,?,none,NO,good,?,12/27/1996,NO
"Norfolk, MA",Massachusetts,0,24,'existing paid',radio/tv,2397,0,>=7,3,'male single',none,2,car,35,?,own,2,skilled,1,yes,N,GOOD,?,12/28/1996,n
"Norfolk, MA",Massachusetts,0,6,'existing paid',repairs,?,0,?,3,'male mar/wid',none,1,'life insurance',22,?,?,1,'unskilled resident',1,none,no,B,?,12/29/1996,no
"Suffolk, MA",Massachusetts,55.87,30,'existing paid',radio/tv,1715,0,1<=X<4,4,'female div/dep/mar',none,1,car,26,none,?,1,skilled,1,none,1,good,?,12/30/1996,1
"Worcester, MA",Massachusetts,132.11,27,'critical/other existing credit',radio/tv,2520,774.26,1<=X<4,4,'male single',none,2,'life insurance',23,?,own,2,'unskilled resident',1,none,yes,G,?,Dec-31-1996,yes
"Anne Arundel, MD",Maryland,0,15,?,?,3568,0,>=7,4,'female div/dep/mar',?,?,?,54,bank,rent,1,'high qualif/self emp/mgmt',1,yes,1,GOOD,?,1/1/1997,1
"Baltimore, MD",Maryland,0,42,'existing paid',radio/tv,7166,0,4<=X<7,2,'male mar/wid',none,4,'life insurance',29,none,rent,1,skilled,1,yes,YES,Bad,?,1/2/1997,YES
"Carroll, MD",Maryland,-9201.17,11,'critical/other existing credit','new car',3939,82.17,1<=X<4,1,'male single',none,2,'real estate',40,none,own,2,'unskilled resident',2,none,Yes,bad,no,1/3/1997,YES
"Charles, MD",Maryland,0,15,'existing paid',repairs,1514,0,1<=X<4,?,'male single',guarantor,2,'real estate',22,?,own,1,skilled,1,none,Y,good,?,1/4/1997,Y
"Frederick, MD",Maryland,,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1/5/1997,?
"Montgomery, MD",Maryland,0,24,'existing paid','new car',7393,0,1<=X<4,1,'male single',none,4,'life insurance',43,none,?,1,'unskilled resident',2,?,y,GOOD,?,1/6/1997,y
"Prince George's, MD",Maryland,-3817.21,24,'all paid','new car',1193,7.35,unemployed,1,'female div/dep/mar','co applicant',4,'no known property',29,none,rent,2,'unemp/unskilled non res',1,none,1,GOOD,?,1/7/1997,1
"Talbot, MD",Maryland,-5030.05,60,'existing paid',business,?,0,>=7,?,'male single','co applicant',4,'no known property',?,none,rent,1,skilled,1,none,y,Bad,?,1/8/1997,y
"Baltimore city, MD",Maryland,0,30,'critical/other existing credit',?,?,0,1<=X<4,?,'female div/dep/mar',none,2,car,33,none,own,1,skilled,1,yes,1,Bad,?,1/9/1997,1
"Somerset, ME",Maine,9492.3,24,'existing paid',radio/tv,?,732.13,1<=X<4,3,'female div/dep/mar',none,3,?,57,none,own,1,'unskilled resident',1,none,no,good,?,1/10/1997,no
"Berrien, MI",Michigan,161.73,6,'existing paid',radio/tv,753,0,1<=X<4,2,'female div/dep/mar',guarantor,?,'real estate',64,none,own,1,?,1,none,n,good,?,1/11/1997,N
"Genesee, MI",Michigan,137.22,18,'delayed previously',business,2427,0,>=7,4,'male single',none,2,'life insurance',42,none,own,2,skilled,1,none,y,Good,?,1/12/1997,y
"Huron, MI",Michigan,0,24,'delayed previously','new car',2538,0,>=7,4,?,none,4,car,47,none,own,2,'unskilled resident',2,none,1,Bad,?,1/13/1997,1
"Ingham, MI",Michigan,8.44,15,'all paid','new car',1264,119.45,1<=X<4,2,'male mar/wid',none,?,'life insurance',25,none,rent,1,skilled,1,none,1,Good,?,1/14/1997,1
"Jackson, MI",Michigan,84.87,30,'critical/other existing credit',furniture/equipment,8386,1.92,4<=X<7,2,'male single',none,2,'life insurance',49,none,own,1,skilled,1,none,y,good,?,1/15/1997,y
"Kent, MI",Michigan,0,48,'existing paid',business,4844,0,unemployed,3,'male single',?,2,car,33,bank,rent,1,'high qualif/self emp/mgmt',1,yes,Y,Bad,?,1/16/1997,Y
"Macomb, MI",Michigan,7338.22,21,'existing paid','new car',2923,174.71,1<=X<4,1,'female div/dep/mar',none,1,car,28,bank,own,1,'high qualif/self emp/mgmt',1,yes,N,Good,?,1/17/1997,n
"Macomb, MI",Michigan,-3300.97,36,'existing paid','used car',8229,32.32,1<=X<4,2,'male single',none,2,'life insurance',26,none,own,1,skilled,2,none,y,GOOD,?,1/18/1997,y
"Macomb, MI",Michigan,0,24,'critical/other existing credit',furniture/equipment,2028,0,4<=X<7,2,'male single',none,2,'life insurance',30,none,own,2,'unskilled resident',1,none,1,G,?,1/19/1997,1
"Bernalillo, NM",New Mexico,-6188.9,15,'critical/other existing credit',furniture/equipment,1433,15.71,1<=X<4,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,1,none,Yes,bad,?,1/20/1997,YES
"Chaves, NM",New Mexico,3071.02,42,?,business,6289,20.05,<1,2,'male div/sep',none,1,'life insurance',33,none,own,2,skilled,1,none,N,good,?,1/21/1997,n
"Dona Ana, NM",New Mexico,0,13,'existing paid',radio/tv,1409,0,unemployed,2,'female div/dep/mar',none,?,'real estate',64,none,own,1,skilled,1,none,y,bad,?,1/22/1997,y
"McKinley, NM",New Mexico,-5107.89,24,'existing paid','used car',6579,21.65,unemployed,4,'male single',?,?,'no known property',29,none,'for free',1,'high qualif/self emp/mgmt',1,yes,n,GOOD,?,1/23/1997,N
"Clark, NV",Nevada,96.89,24,'critical/other existing credit',radio/tv,?,29.55,>=7,4,'male single',none,2,'life insurance',48,none,own,?,'unskilled resident',1,none,n,G,?,1/24/1997,N
"Washoe, NV",Nevada,0,12,'critical/other existing credit',education,3565,0,<1,2,'male single',none,1,'life insurance',37,none,own,2,'unskilled resident',2,none,n,good,?,1/25/1997,N
"Erie, NY",New York,0,15,'all paid',radio/tv,1569,0,>=7,4,?,none,4,car,34,bank,?,1,'unskilled resident',2,none,no,good,?,1/26/1997,no
"Erie, NY",New York,0,18,'existing paid',radio/tv,1936,0,4<=X<7,2,'male mar/wid',none,4,car,23,none,?,?,'unskilled resident',1,none,Y,GOOD,?,1/27/1997,Y
"Monroe, NY",New York,-9599.81,36,'existing paid',furniture/equipment,3959,25.06,unemployed,?,?,none,3,'life insurance',30,none,own,1,'high qualif/self emp/mgmt',?,yes,NO,bad,?,1/28/1997,NO
"Monroe, NY",New York,0,12,'existing paid','new car',2390,0,>=7,4,'male single',none,3,car,50,none,own,1,skilled,1,yes,N,GOOD,?,1/29/1997,n
"Nassau, NY",New York,0,12,'existing paid',furniture/equipment,1736,0,4<=X<7,3,?,none,4,'real estate',31,none,own,1,'unskilled resident',1,none,No,bad,?,1/30/1997,NO
"New York, NY",New York,-3296.07,30,'existing paid',?,3857,88.42,1<=X<4,4,'male div/sep',none,4,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',1,yes,1,Good,?,1/31/1997,1
"Butler, OH",Ohio,0,?,'existing paid',radio/tv,804,0,>=7,4,'male single',?,4,car,38,none,own,1,skilled,1,none,n,G,?,Feb-01-1997,N
"Clark, OH",Ohio,-7050.13,45,'existing paid',radio/tv,1845,66.53,1<=X<4,4,'male single',?,?,'no known property',23,none,'for free',1,skilled,?,yes,yes,GOOD,?,Feb-02-1997,yes
"Clark, OH",Ohio,32.57,45,'critical/other existing credit',?,4576,227.77,unemployed,3,'male single',?,4,car,27,none,?,1,skilled,1,none,YES,good,?,Feb-03-1997,YES
