location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,Louisiana,6883.16,9.0,existing paid,radio/tv,745.0,54.04,1<=X<4,3,female div/dep/mar,none,2,no known property,28,none,unknown,1,unskilled resident,1,none,YES,1996,12,GOOD
Other,Louisiana,63.46,6.0,existing paid,radio/tv,2063.0,82.56,<1,4,unknown,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Jefferson,Louisiana,150.94,60.0,existing paid,unknown,6288.0,77.15,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,YES,1996,12,BAD
Other,Louisiana,0.0,24.0,critical/other existing credit,used car,6842.0,0.0,1<=X<4,-1,male single,none,4,life insurance,33,none,unknown,2,unknown,2,yes,YES,1996,12,BAD
Other,Louisiana,0.0,12.0,existing paid,new car,3527.0,0.0,<1,2,male single,none,3,life insurance,33,none,own,1,high qualif/self emp/mgmt,2,yes,YES,1996,12,BAD
Other,Louisiana,0.0,10.0,existing paid,new car,1546.0,0.0,1<=X<4,-1,unknown,none,2,real estate,31,none,own,1,unskilled resident,2,none,YES,1996,12,GOOD
Other,Louisiana,0.0,24.0,unknown,furniture/equipment,929.0,0.0,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,unknown,NO,1996,12,GOOD
Other,Louisiana,0.0,4.0,critical/other existing credit,new car,1455.0,0.0,4<=X<7,2,male single,none,-1,real estate,42,none,own,3,unskilled resident,2,unknown,NO,1996,12,GOOD
Other,Louisiana,-6930.31,15.0,existing paid,furniture/equipment,2315.0,22.67,<1,4,female div/dep/mar,unknown,1,life insurance,46,none,rent,-1,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,68.8,48.0,no credits/all paid,new car,8358.0,586.68,<1,1,female div/dep/mar,none,1,no known property,30,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,-1377.54,24.0,all paid,furniture/equipment,3349.0,672.43,<1,4,male single,unknown,4,no known property,30,none,for free,1,skilled,2,yes,NO,1996,12,GOOD
Other,Louisiana,0.0,12.0,existing paid,unknown,2859.0,0.0,unemployed,4,male single,none,4,no known property,33,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Louisiana,0.0,18.0,existing paid,furniture/equipment,1533.0,0.0,<1,4,male mar/wid,co applicant,1,life insurance,33,none,own,1,unskilled resident,2,none,NO,1996,12,GOOD
Other,Louisiana,0.0,24.0,existing paid,radio/tv,3621.0,0.0,unknown,2,male single,unknown,4,car,31,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,111.5,18.0,critical/other existing credit,business,3590.0,14.04,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,YES,1996,12,BAD
Other,Louisiana,-4965.47,36.0,delayed previously,business,2145.0,47.97,4<=X<7,2,male single,none,1,car,24,none,own,2,unknown,1,yes,NO,1996,12,GOOD
Other,Louisiana,0.0,24.0,unknown,unknown,4113.0,0.0,unknown,-1,female div/dep/mar,none,4,no known property,28,none,rent,1,skilled,1,none,YES,1996,12,BAD
Orleans,Louisiana,0.0,36.0,existing paid,furniture/equipment,10974.0,0.0,unemployed,-1,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,12,GOOD
Other,Massachusetts,-8272.23,12.0,existing paid,new car,1893.0,95.08,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,-1,skilled,1,yes,YES,1996,12,GOOD
Other,Massachusetts,-6700.86,24.0,critical/other existing credit,radio/tv,1231.0,2176.54,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Massachusetts,3586.3,30.0,critical/other existing credit,radio/tv,3656.0,0.0,>=7,4,unknown,none,4,life insurance,49,stores,unknown,2,unskilled resident,1,none,YES,1996,12,BAD
Essex,Massachusetts,193.78,9.0,critical/other existing credit,radio/tv,1154.0,1.28,>=7,2,male single,none,4,real estate,33,none,own,3,unskilled resident,1,none,NO,1996,12,GOOD
Other,Massachusetts,-6792.8,28.0,existing paid,new car,4006.0,29.47,unknown,3,male single,none,2,car,45,none,own,1,unskilled resident,1,unknown,NO,1996,12,BAD
Other,Massachusetts,169.67,24.0,existing paid,unknown,3069.0,286.74,>=7,4,male single,none,4,no known property,30,unknown,for free,1,skilled,1,none,YES,1996,12,BAD
Other,Massachusetts,0.0,6.0,unknown,radio/tv,1740.0,0.0,>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,YES,1996,12,GOOD
Other,Massachusetts,192.9,21.0,delayed previously,new car,2353.0,73.52,1<=X<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,NO,1996,12,GOOD
Norfolk,Massachusetts,0.0,15.0,existing paid,new car,3556.0,0.0,1<=X<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,NO,1996,12,GOOD
Norfolk,Massachusetts,0.0,24.0,existing paid,radio/tv,2397.0,0.0,>=7,3,male single,none,2,car,35,unknown,own,2,skilled,1,yes,NO,1996,12,GOOD
Norfolk,Massachusetts,0.0,6.0,existing paid,repairs,2315.0,0.0,unknown,3,male mar/wid,none,1,life insurance,22,unknown,unknown,1,unskilled resident,1,none,NO,1996,12,BAD
Other,Massachusetts,55.87,30.0,existing paid,radio/tv,1715.0,0.0,1<=X<4,4,female div/dep/mar,none,1,car,26,none,unknown,1,skilled,1,none,YES,1996,12,GOOD
Other,Massachusetts,132.11,27.0,critical/other existing credit,radio/tv,2520.0,774.26,1<=X<4,4,male single,none,2,life insurance,23,unknown,own,2,unskilled resident,1,none,YES,1996,12,GOOD
Other,Maryland,0.0,15.0,unknown,unknown,3568.0,0.0,>=7,4,female div/dep/mar,unknown,-1,no known property,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,GOOD
Other,Maryland,0.0,42.0,existing paid,radio/tv,7166.0,0.0,4<=X<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,YES,1997,1,BAD
Other,Maryland,-9201.17,11.0,critical/other existing credit,new car,3939.0,82.17,1<=X<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,YES,1997,1,BAD
Other,Maryland,0.0,15.0,existing paid,repairs,1514.0,0.0,1<=X<4,-1,male single,guarantor,2,real estate,22,unknown,own,1,skilled,1,none,YES,1997,1,GOOD
Other,Maryland,0.0,24.0,existing paid,new car,7393.0,0.0,1<=X<4,1,male single,none,4,life insurance,43,none,unknown,1,unskilled resident,2,unknown,YES,1997,1,GOOD
Other,Maryland,-3817.21,24.0,all paid,new car,1193.0,7.35,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,YES,1997,1,GOOD
Other,Maryland,-5030.05,60.0,existing paid,business,2315.0,0.0,>=7,-1,male single,co applicant,4,no known property,33,none,rent,1,skilled,1,none,YES,1997,1,BAD
Baltimore city,Maryland,0.0,30.0,critical/other existing credit,unknown,2315.0,0.0,1<=X<4,-1,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,YES,1997,1,BAD
Other,Maine,9492.3,24.0,existing paid,radio/tv,2315.0,732.13,1<=X<4,3,female div/dep/mar,none,3,no known property,57,none,own,1,unskilled resident,1,none,NO,1997,1,GOOD
Other,Michigan,161.73,6.0,existing paid,radio/tv,753.0,0.0,1<=X<4,2,female div/dep/mar,guarantor,-1,real estate,64,none,own,1,unknown,1,none,NO,1997,1,GOOD
Other,Michigan,137.22,18.0,delayed previously,business,2427.0,0.0,>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,0.0,24.0,delayed previously,new car,2538.0,0.0,>=7,4,unknown,none,4,car,47,none,own,2,unskilled resident,2,none,YES,1997,1,BAD
Other,Michigan,8.44,15.0,all paid,new car,1264.0,119.45,1<=X<4,2,male mar/wid,none,-1,life insurance,25,none,rent,1,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,84.87,30.0,critical/other existing credit,furniture/equipment,8386.0,1.92,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,0.0,48.0,existing paid,business,4844.0,0.0,unemployed,3,male single,unknown,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,BAD
Other,Michigan,7338.22,21.0,existing paid,new car,2923.0,174.71,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,GOOD
Other,Michigan,-3300.97,36.0,existing paid,used car,8229.0,32.32,1<=X<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,YES,1997,1,GOOD
Other,Michigan,0.0,24.0,critical/other existing credit,furniture/equipment,2028.0,0.0,4<=X<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,YES,1997,1,GOOD
Other,New Mexico,-6188.9,15.0,critical/other existing credit,furniture/equipment,1433.0,15.71,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,YES,1997,1,BAD
Other,New Mexico,3071.02,42.0,unknown,business,6289.0,20.05,<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,NO,1997,1,GOOD
Other,New Mexico,0.0,13.0,existing paid,radio/tv,1409.0,0.0,unemployed,2,female div/dep/mar,none,-1,real estate,64,none,own,1,skilled,1,none,YES,1997,1,BAD
Other,New Mexico,-5107.89,24.0,existing paid,used car,6579.0,21.65,unemployed,4,male single,unknown,-1,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,GOOD
Clark,Nevada,96.89,24.0,critical/other existing credit,radio/tv,2315.0,29.55,>=7,4,male single,none,2,life insurance,48,none,own,-1,unskilled resident,1,none,NO,1997,1,GOOD
Other,Nevada,0.0,12.0,critical/other existing credit,education,3565.0,0.0,<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,NO,1997,1,GOOD
Other,New York,0.0,15.0,all paid,radio/tv,1569.0,0.0,>=7,4,unknown,none,4,car,34,bank,unknown,1,unskilled resident,2,none,NO,1997,1,GOOD
Other,New York,0.0,18.0,existing paid,radio/tv,1936.0,0.0,4<=X<7,2,male mar/wid,none,4,car,23,none,unknown,-1,unskilled resident,1,none,YES,1997,1,GOOD
Other,New York,-9599.81,36.0,existing paid,furniture/equipment,3959.0,25.06,unemployed,-1,unknown,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,BAD
Other,New York,0.0,12.0,existing paid,new car,2390.0,0.0,>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,NO,1997,1,GOOD
Other,New York,0.0,12.0,existing paid,furniture/equipment,1736.0,0.0,4<=X<7,3,unknown,none,4,real estate,31,none,own,1,unskilled resident,1,none,NO,1997,1,BAD
New York,New York,-3296.07,30.0,existing paid,unknown,3857.0,88.42,1<=X<4,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,GOOD
Other,Ohio,0.0,18.0,existing paid,radio/tv,804.0,0.0,>=7,4,male single,unknown,4,car,38,none,own,1,skilled,1,none,NO,1997,2,GOOD
Clark,Ohio,-7050.13,45.0,existing paid,radio/tv,1845.0,66.53,1<=X<4,4,male single,unknown,-1,no known property,23,none,for free,1,skilled,1,yes,YES,1997,2,GOOD
Clark,Ohio,32.57,45.0,critical/other existing credit,unknown,4576.0,227.77,unemployed,3,male single,unknown,4,car,27,none,unknown,1,skilled,1,none,YES,1997,2,GOOD
