location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,Kentucky,5,36.0,existing paid,education,3711.0,"(-0.001, 7.154]",0,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,5,15.0,delayed previously,used car,3594.0,"(-0.001, 7.154]",2,1,female div/dep/mar,none,2,life insurance,33,none,own,2,unskilled resident,1,none,NO,1996,11,GOOD
Other,Kentucky,5,9.0,existing paid,new car,3195.0,"(-0.001, 7.154]",0,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,NO,1996,11,BAD
Other,Kentucky,5,36.0,delayed previously,radio/tv,4454.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,NO,1996,11,BAD
Other,Kentucky,5,18.0,critical/other existing credit,furniture/equipment,4736.0,"(65.862, 98.282]",2,2,unknown,none,4,car,25,bank,unknown,1,unskilled resident,1,none,YES,1996,11,GOOD
Other,Kentucky,5,30.0,unknown,radio/tv,2991.0,"(-0.001, 7.154]",3,-1,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,YES,1996,11,BAD
Other,Kentucky,5,11.0,existing paid,business,2142.0,"(-0.001, 7.154]",3,1,male div/sep,none,2,real estate,28,none,unknown,1,unknown,1,yes,YES,1996,11,GOOD
Other,Kentucky,5,24.0,all paid,business,3161.0,"(-0.001, 7.154]",0,4,male single,none,2,no known property,31,none,rent,1,skilled,1,yes,YES,1996,11,BAD
Clark,Kentucky,5,48.0,no credits/all paid,other,18424.0,"(-0.001, 7.154]",0,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,11,GOOD
Other,Kentucky,5,18.0,existing paid,used car,2848.0,"(-0.001, 7.154]",0,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,NO,1996,11,BAD
Other,Kentucky,3,6.0,existing paid,new car,14896.0,"(34.309, 65.862]",3,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,unknown,NO,1996,11,GOOD
Other,Kentucky,0,24.0,existing paid,furniture/equipment,2359.0,"(98.282, 9298.08]",4,-1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,YES,1996,11,GOOD
Jefferson,Kentucky,2,24.0,existing paid,furniture/equipment,3345.0,"(34.309, 65.862]",3,4,unknown,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1996,11,GOOD
Jefferson,Kentucky,5,18.0,critical/other existing credit,furniture/equipment,1817.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,2,no known property,28,none,own,2,unknown,1,none,NO,1996,11,BAD
Other,Kentucky,5,18.0,delayed previously,radio/tv,12749.0,"(-0.001, 7.154]",1,4,male single,none,1,car,37,none,own,1,unknown,1,yes,NO,1996,11,BAD
Other,Kentucky,2,9.0,existing paid,radio/tv,1366.0,"(7.154, 34.309]",2,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,5,12.0,existing paid,new car,2002.0,"(65.862, 98.282]",1,3,unknown,none,4,life insurance,30,none,rent,1,skilled,2,yes,NO,1996,11,BAD
Other,Kentucky,4,24.0,all paid,furniture/equipment,6872.0,"(-0.001, 7.154]",2,2,male div/sep,none,1,life insurance,33,bank,own,1,skilled,1,yes,NO,1996,11,BAD
Other,Kentucky,4,12.0,all paid,unknown,697.0,"(34.309, 65.862]",2,4,male single,unknown,2,car,46,bank,own,2,skilled,1,yes,YES,1996,11,BAD
Marion,Kentucky,4,18.0,critical/other existing credit,furniture/equipment,1049.0,"(34.309, 65.862]",2,4,unknown,none,4,life insurance,21,none,rent,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,1,18.0,existing paid,used car,10297.0,"(65.862, 98.282]",1,4,male single,none,4,no known property,39,stores,for free,-1,skilled,2,yes,YES,1996,11,BAD
Other,Kentucky,5,18.0,existing paid,radio/tv,1867.0,"(-0.001, 7.154]",3,-1,male single,none,4,car,58,none,own,-1,skilled,1,yes,YES,1996,11,GOOD
Other,Kentucky,2,12.0,delayed previously,new car,2315.0,"(65.862, 98.282]",0,4,male single,none,2,real estate,43,none,own,2,unknown,2,none,NO,1996,11,GOOD
Other,Kentucky,1,24.0,existing paid,furniture/equipment,2315.0,"(34.309, 65.862]",2,4,male single,co applicant,1,life insurance,24,unknown,unknown,1,unskilled resident,1,none,NO,1996,11,BAD
Other,Kentucky,5,9.0,existing paid,radio/tv,1670.0,"(7.154, 34.309]",2,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,unknown,YES,1996,11,BAD
Other,Kentucky,5,9.0,critical/other existing credit,new car,1224.0,"(-0.001, 7.154]",0,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,YES,1996,11,GOOD
Other,Louisiana,5,12.0,critical/other existing credit,unknown,2315.0,"(-0.001, 7.154]",3,4,male single,none,4,life insurance,42,none,own,-1,skilled,2,yes,NO,1996,11,GOOD
Other,Louisiana,1,18.0,existing paid,unknown,1498.0,"(34.309, 65.862]",0,4,female div/dep/mar,unknown,1,car,23,bank,own,1,skilled,1,none,YES,1996,11,GOOD
Other,Louisiana,5,30.0,delayed previously,radio/tv,1919.0,"(98.282, 9298.08]",2,-1,male single,none,3,no known property,30,unknown,unknown,2,high qualif/self emp/mgmt,1,none,YES,1996,11,BAD
Other,Louisiana,8,9.0,existing paid,radio/tv,745.0,"(34.309, 65.862]",0,3,female div/dep/mar,none,2,no known property,28,none,unknown,1,unskilled resident,1,none,YES,1996,12,GOOD
Other,Louisiana,5,6.0,existing paid,radio/tv,2063.0,"(65.862, 98.282]",2,4,unknown,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Jefferson,Louisiana,5,60.0,existing paid,unknown,6288.0,"(65.862, 98.282]",0,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,YES,1996,12,BAD
Other,Louisiana,5,24.0,critical/other existing credit,used car,6842.0,"(-0.001, 7.154]",0,-1,male single,none,4,life insurance,33,none,unknown,2,unknown,2,yes,YES,1996,12,BAD
Other,Louisiana,5,12.0,existing paid,new car,3527.0,"(-0.001, 7.154]",2,2,male single,none,3,life insurance,33,none,own,1,high qualif/self emp/mgmt,2,yes,YES,1996,12,BAD
Other,Louisiana,5,10.0,existing paid,new car,1546.0,"(-0.001, 7.154]",0,-1,unknown,none,2,real estate,31,none,own,1,unskilled resident,2,none,YES,1996,12,GOOD
Other,Louisiana,5,24.0,unknown,furniture/equipment,929.0,"(-0.001, 7.154]",1,4,male single,none,2,car,31,stores,own,1,skilled,1,unknown,NO,1996,12,GOOD
Other,Louisiana,5,4.0,critical/other existing credit,new car,1455.0,"(-0.001, 7.154]",1,2,male single,none,-1,real estate,42,none,own,3,unskilled resident,2,unknown,NO,1996,12,GOOD
Other,Louisiana,1,15.0,existing paid,furniture/equipment,2315.0,"(7.154, 34.309]",2,4,female div/dep/mar,unknown,1,life insurance,46,none,rent,-1,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,5,48.0,no credits/all paid,new car,8358.0,"(98.282, 9298.08]",2,1,female div/dep/mar,none,1,no known property,30,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,4,24.0,all paid,furniture/equipment,3349.0,"(98.282, 9298.08]",2,4,male single,unknown,4,no known property,30,none,for free,1,skilled,2,yes,NO,1996,12,GOOD
Other,Louisiana,5,12.0,existing paid,unknown,2859.0,"(-0.001, 7.154]",4,4,male single,none,4,no known property,33,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Louisiana,5,18.0,existing paid,furniture/equipment,1533.0,"(-0.001, 7.154]",2,4,male mar/wid,co applicant,1,life insurance,33,none,own,1,unskilled resident,2,none,NO,1996,12,GOOD
Other,Louisiana,5,24.0,existing paid,radio/tv,3621.0,"(-0.001, 7.154]",5,2,male single,unknown,4,car,31,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,5,18.0,critical/other existing credit,business,3590.0,"(7.154, 34.309]",4,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,YES,1996,12,BAD
Other,Louisiana,2,36.0,delayed previously,business,2145.0,"(34.309, 65.862]",1,2,male single,none,1,car,24,none,own,2,unknown,1,yes,NO,1996,12,GOOD
Other,Louisiana,5,24.0,unknown,unknown,4113.0,"(-0.001, 7.154]",5,-1,female div/dep/mar,none,4,no known property,28,none,rent,1,skilled,1,none,YES,1996,12,BAD
Orleans,Louisiana,5,36.0,existing paid,furniture/equipment,10974.0,"(-0.001, 7.154]",4,-1,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,12,GOOD
Other,Massachusetts,0,12.0,existing paid,new car,1893.0,"(65.862, 98.282]",0,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,-1,skilled,1,yes,YES,1996,12,GOOD
Other,Massachusetts,1,24.0,critical/other existing credit,radio/tv,1231.0,"(98.282, 9298.08]",3,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Massachusetts,6,30.0,critical/other existing credit,radio/tv,3656.0,"(-0.001, 7.154]",3,4,unknown,none,4,life insurance,49,stores,unknown,2,unskilled resident,1,none,YES,1996,12,BAD
Essex,Massachusetts,5,9.0,critical/other existing credit,radio/tv,1154.0,"(-0.001, 7.154]",3,2,male single,none,4,real estate,33,none,own,3,unskilled resident,1,none,NO,1996,12,GOOD
Other,Massachusetts,1,28.0,existing paid,new car,4006.0,"(7.154, 34.309]",5,3,male single,none,2,car,45,none,own,1,unskilled resident,1,unknown,NO,1996,12,BAD
Other,Massachusetts,5,24.0,existing paid,unknown,3069.0,"(98.282, 9298.08]",3,4,male single,none,4,no known property,30,unknown,for free,1,skilled,1,none,YES,1996,12,BAD
Other,Massachusetts,5,6.0,unknown,radio/tv,1740.0,"(-0.001, 7.154]",3,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,YES,1996,12,GOOD
Other,Massachusetts,5,21.0,delayed previously,new car,2353.0,"(65.862, 98.282]",0,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,NO,1996,12,GOOD
Norfolk,Massachusetts,5,15.0,existing paid,new car,3556.0,"(-0.001, 7.154]",0,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,NO,1996,12,GOOD
Norfolk,Massachusetts,5,24.0,existing paid,radio/tv,2397.0,"(-0.001, 7.154]",3,3,male single,none,2,car,35,unknown,own,2,skilled,1,yes,NO,1996,12,GOOD
Norfolk,Massachusetts,5,6.0,existing paid,repairs,2315.0,"(-0.001, 7.154]",5,3,male mar/wid,none,1,life insurance,22,unknown,unknown,1,unskilled resident,1,none,NO,1996,12,BAD
Other,Massachusetts,5,30.0,existing paid,radio/tv,1715.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,1,car,26,none,unknown,1,skilled,1,none,YES,1996,12,GOOD
Other,Massachusetts,5,27.0,critical/other existing credit,radio/tv,2520.0,"(98.282, 9298.08]",0,4,male single,none,2,life insurance,23,unknown,own,2,unskilled resident,1,none,YES,1996,12,GOOD
Other,Maryland,5,15.0,unknown,unknown,3568.0,"(-0.001, 7.154]",3,4,female div/dep/mar,unknown,-1,no known property,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,GOOD
Other,Maryland,5,42.0,existing paid,radio/tv,7166.0,"(-0.001, 7.154]",1,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,YES,1997,1,BAD
Other,Maryland,0,11.0,critical/other existing credit,new car,3939.0,"(65.862, 98.282]",0,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,YES,1997,1,BAD
Other,Maryland,5,15.0,existing paid,repairs,1514.0,"(-0.001, 7.154]",0,-1,male single,guarantor,2,real estate,22,unknown,own,1,skilled,1,none,YES,1997,1,GOOD
Other,Maryland,5,24.0,existing paid,new car,7393.0,"(-0.001, 7.154]",0,1,male single,none,4,life insurance,43,none,unknown,1,unskilled resident,2,unknown,YES,1997,1,GOOD
Other,Maryland,3,24.0,all paid,new car,1193.0,"(7.154, 34.309]",4,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,YES,1997,1,GOOD
Other,Maryland,2,60.0,existing paid,business,2315.0,"(-0.001, 7.154]",3,-1,male single,co applicant,4,no known property,33,none,rent,1,skilled,1,none,YES,1997,1,BAD
Baltimore city,Maryland,5,30.0,critical/other existing credit,unknown,2315.0,"(-0.001, 7.154]",0,-1,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,YES,1997,1,BAD
Other,Maine,9,24.0,existing paid,radio/tv,2315.0,"(98.282, 9298.08]",0,3,female div/dep/mar,none,3,no known property,57,none,own,1,unskilled resident,1,none,NO,1997,1,GOOD
Other,Michigan,5,6.0,existing paid,radio/tv,753.0,"(-0.001, 7.154]",0,2,female div/dep/mar,guarantor,-1,real estate,64,none,own,1,unknown,1,none,NO,1997,1,GOOD
Other,Michigan,5,18.0,delayed previously,business,2427.0,"(-0.001, 7.154]",3,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,5,24.0,delayed previously,new car,2538.0,"(-0.001, 7.154]",3,4,unknown,none,4,car,47,none,own,2,unskilled resident,2,none,YES,1997,1,BAD
Other,Michigan,5,15.0,all paid,new car,1264.0,"(98.282, 9298.08]",0,2,male mar/wid,none,-1,life insurance,25,none,rent,1,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,5,30.0,critical/other existing credit,furniture/equipment,8386.0,"(-0.001, 7.154]",1,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,YES,1997,1,GOOD
Other,Michigan,5,48.0,existing paid,business,4844.0,"(-0.001, 7.154]",4,3,male single,unknown,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,BAD
Other,Michigan,8,21.0,existing paid,new car,2923.0,"(98.282, 9298.08]",0,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,GOOD
Other,Michigan,3,36.0,existing paid,used car,8229.0,"(7.154, 34.309]",0,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,YES,1997,1,GOOD
Other,Michigan,5,24.0,critical/other existing credit,furniture/equipment,2028.0,"(-0.001, 7.154]",1,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,YES,1997,1,GOOD
Other,New Mexico,1,15.0,critical/other existing credit,furniture/equipment,1433.0,"(7.154, 34.309]",0,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,YES,1997,1,BAD
Other,New Mexico,6,42.0,unknown,business,6289.0,"(7.154, 34.309]",2,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,NO,1997,1,GOOD
Other,New Mexico,5,13.0,existing paid,radio/tv,1409.0,"(-0.001, 7.154]",4,2,female div/dep/mar,none,-1,real estate,64,none,own,1,skilled,1,none,YES,1997,1,BAD
Other,New Mexico,2,24.0,existing paid,used car,6579.0,"(7.154, 34.309]",4,4,male single,unknown,-1,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,GOOD
Clark,Nevada,5,24.0,critical/other existing credit,radio/tv,2315.0,"(7.154, 34.309]",3,4,male single,none,2,life insurance,48,none,own,-1,unskilled resident,1,none,NO,1997,1,GOOD
Other,Nevada,5,12.0,critical/other existing credit,education,3565.0,"(-0.001, 7.154]",2,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,NO,1997,1,GOOD
Other,New York,5,15.0,all paid,radio/tv,1569.0,"(-0.001, 7.154]",3,4,unknown,none,4,car,34,bank,unknown,1,unskilled resident,2,none,NO,1997,1,GOOD
Other,New York,5,18.0,existing paid,radio/tv,1936.0,"(-0.001, 7.154]",1,2,male mar/wid,none,4,car,23,none,unknown,-1,unskilled resident,1,none,YES,1997,1,GOOD
Other,New York,0,36.0,existing paid,furniture/equipment,3959.0,"(7.154, 34.309]",4,-1,unknown,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1997,1,BAD
Other,New York,5,12.0,existing paid,new car,2390.0,"(-0.001, 7.154]",3,4,male single,none,3,car,50,none,own,1,skilled,1,yes,NO,1997,1,GOOD
Other,New York,5,12.0,existing paid,furniture/equipment,1736.0,"(-0.001, 7.154]",1,3,unknown,none,4,real estate,31,none,own,1,unskilled resident,1,none,NO,1997,1,BAD
New York,New York,3,30.0,existing paid,unknown,3857.0,"(65.862, 98.282]",0,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1997,1,GOOD
Other,Ohio,5,18.0,existing paid,radio/tv,804.0,"(-0.001, 7.154]",3,4,male single,unknown,4,car,38,none,own,1,skilled,1,none,NO,1997,2,GOOD
Clark,Ohio,1,45.0,existing paid,radio/tv,1845.0,"(65.862, 98.282]",0,4,male single,unknown,-1,no known property,23,none,for free,1,skilled,1,yes,YES,1997,2,GOOD
Clark,Ohio,5,45.0,critical/other existing credit,unknown,4576.0,"(98.282, 9298.08]",4,3,male single,unknown,4,car,27,none,unknown,1,skilled,1,none,YES,1997,2,GOOD
